SAV percent cover,,water,sed,,,,,,,,,,,,,,,,,,,,Chara ,Halodule,Thalassia,Ruppia 
4/15/2014,4A,,,10,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,20,0,0,0
4/15/2014,4A,,,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,20,0,0,0
4/15/2014,4A,,,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,20,0,0,0
4/15/2014,4A,,,13,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,20,0,0,0
4/15/2014,4A,,,14,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,20,0,0,0
4/15/2014,4A,,,15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,20,0,0,0
4/15/2014,4A,,,mean,97.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7,20.0,0.0,0.0,0.0
4/15/2014,4A,,,median,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,20,0,0,0
4/15/2014,4A,,,min,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,20,0,0,0
4/15/2014,4A,,,max,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,20,0,0,0
4/15/2014,4A,,,frequency,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0
4/15/2014,4B,100,NA,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,100
4/15/2014,4B,,,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,100
4/15/2014,4B,,,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,100
4/15/2014,4B,,,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,100
4/15/2014,4B,,,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,100
4/15/2014,4B,,,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,100
4/15/2014,4B,,,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,100
4/15/2014,4B,,,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,100
4/15/2014,4B,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
4/15/2014,4B,,,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,100
4/15/2014,4B,,,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,100
4/15/2014,4B,,,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,100
4/15/2014,4B,,,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,100
4/15/2014,4B,,,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,100
4/15/2014,4B,,,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,100
4/15/2014,4B,,,mean,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,100.0
4/15/2014,4B,,,median,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,100
4/15/2014,4B,,,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
4/15/2014,4B,,,max,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,100
4/15/2014,4B,,,frequency,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,100
4/15/2014,4C,100,NA,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,100
4/15/2014,4C,,,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,100
4/15/2014,4C,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
4/15/2014,4C,,,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,100
4/15/2014,4C,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
4/15/2014,4C,,,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,100
4/15/2014,4C,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
4/15/2014,4C,,,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,100
4/15/2014,4C,,,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,100
4/15/2014,4C,,,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,100
4/15/2014,4C,,,11,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,100
4/15/2014,4C,,,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,100
4/15/2014,4C,,,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,100
4/15/2014,4C,,,14,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,100
4/15/2014,4C,,,15,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,100
4/15/2014,4C,,,mean,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,100.0
4/15/2014,4C,,,median,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,100
4/15/2014,4C,,,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
4/15/2014,4C,,,max,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,100
4/15/2014,4C,,,frequency,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,100
4/15/2014,5A,90,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/15/2014,5A,,,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0
4/15/2014,5A,,,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0
4/15/2014,5A,,,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0
4/15/2014,5A,,,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0
4/15/2014,5A,,,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0
4/15/2014,5A,,,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0
4/15/2014,5A,,,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0
4/15/2014,5A,,,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0
4/15/2014,5A,,,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0
4/15/2014,5A,,,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0
4/15/2014,5A,,,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0
4/15/2014,5A,,,13,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0
4/15/2014,5A,,,14,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0
4/15/2014,5A,,,15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0
4/15/2014,5A,,,mean,93.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.3,46.7,0.0,0.0,0.0
4/15/2014,5A,,,median,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0
4/15/2014,5A,,,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/15/2014,5A,,,max,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0
4/15/2014,5A,,,frequency,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,93,0,0,0
4/15/2014,5B,100,NA,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,60,0,0,0
4/15/2014,5B,,,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,60,0,0,0
4/15/2014,5B,,,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,60,0,0,0
4/15/2014,5B,,,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,60,0,0,0
4/15/2014,5B,,,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,60,0,0,0
4/15/2014,5B,,,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,60,0,0,0
4/15/2014,5B,,,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,60,0,0,0
4/15/2014,5B,,,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,60,0,0,0
4/15/2014,5B,,,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,60,0,0,0
4/15/2014,5B,,,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,60,0,0,0
4/15/2014,5B,,,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,60,0,0,0
4/15/2014,5B,,,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,60,0,0,0
4/15/2014,5B,,,13,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,60,0,0,0
4/15/2014,5B,,,14,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,60,0,0,0
4/15/2014,5B,,,15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,60,0,0,0
4/15/2014,5B,,,mean,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,60.0,0.0,0.0,0.0
4/15/2014,5B,,,median,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,60,0,0,0
4/15/2014,5B,,,min,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,60,0,0,0
4/15/2014,5B,,,max,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,60,0,0,0
4/15/2014,5B,,,frequency,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0
4/15/2014,5C,130,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
4/15/2014,5C,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
4/15/2014,5C,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
4/15/2014,5C,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
4/15/2014,5C,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
4/15/2014,5C,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
4/15/2014,5C,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
4/15/2014,5C,,,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA
4/15/2014,5C,,,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA
4/15/2014,5C,,,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA
4/15/2014,5C,,,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA
4/15/2014,5C,,,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA
4/15/2014,5C,,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
4/15/2014,5C,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
4/15/2014,5C,,,15,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,NA,NA,NA
4/15/2014,5C,,,mean,0.0,0.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
4/15/2014,5C,,,median,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NUM!,#NUM!,#NUM!,#NUM!
4/15/2014,5C,,,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/15/2014,5C,,,max,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
4/15/2014,5C,,,frequency,0,0,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0
4/15/2014,6,110,3,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,100
4/15/2014,6,,,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,100
4/15/2014,6,,,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,100
4/15/2014,6,,,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,100
4/15/2014,6,,,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,100
4/15/2014,6,,,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,100
4/15/2014,6,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
4/15/2014,6,,,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,100
4/15/2014,6,,,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,100
4/15/2014,6,,,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,100
4/15/2014,6,,,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,100
4/15/2014,6,,,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,100
4/15/2014,6,,,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,100
4/15/2014,6,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
4/15/2014,6,,,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
4/15/2014,6,,,mean,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,100.0
4/15/2014,6,,,median,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,100
4/15/2014,6,,,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
4/15/2014,6,,,max,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,100
4/15/2014,6,,,frequency,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,100
4/15/2014,7,NA,NA,1,100,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,100,35,0,0,0
4/15/2014,7,,,2,100,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,35,0,0,0
4/15/2014,7,,,3,100,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,100,35,0,0,0
4/15/2014,7,,,4,100,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,100,35,0,0,0
4/15/2014,7,,,5,100,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,100,35,0,0,0
4/15/2014,7,,,6,100,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,100,35,0,0,0
4/15/2014,7,,,7,100,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,100,35,0,0,0
4/15/2014,7,,,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,35,0,0,0
4/15/2014,7,,,9,100,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,100,35,0,0,0
4/15/2014,7,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0
4/15/2014,7,,,11,100,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,35,0,0,0
4/15/2014,7,,,12,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,100,35,0,0,0
4/15/2014,7,,,13,100,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,100,35,0,0,0
4/15/2014,7,,,14,100,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,100,35,0,0,0
4/15/2014,7,,,15,100,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,100,35,0,0,0
4/15/2014,7,,,mean,93.3,0.0,0.0,33.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.3,35.0,0.0,0.0,0.0
4/15/2014,7,,,median,100,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,100,35,0,0,0
4/15/2014,7,,,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0
4/15/2014,7,,,max,100,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,100,35,0,0,0
4/15/2014,7,,,frequency,93,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,93,100,0,0,0
4/15/2014,8,95,NA,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,0,0,0
4/15/2014,8,,,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,40,0,0,0
4/15/2014,8,,,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,40,0,0,0
