SAV percent cover,,water,sed,,,,,,,,,,,,,,,,,,,,Chara ,Halodule,Thalassia
Date,Site #,Depth,depth,Rep,Chara,Halodule,Ruppia,Batophora,Acetabularia,Thalassia,Penicillus,Sargassum pteropleuron,Laurencia spp.,Caulerpa prolifera ,Halimeda incrassata,Rhizophora mangle,Polysiphonia binneyi,Chondria baileyana,Udotea,Hypnea,Digenia,Total,Canopy height,Canopy height,Canopy height
12/12/2013,4C,,,11,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
12/12/2013,4C,,,12,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
12/12/2013,4C,,,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
12/12/2013,4C,,,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
12/12/2013,4C,,,15,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
12/12/2013,4C,,,mean,0.0,0.2,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0
12/12/2013,4C,,,median,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
12/12/2013,4C,,,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/12/2013,4C,,,max,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
12/12/2013,4C,,,frequency,0,7,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0
12/12/2013,5A,127,49,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0
12/12/2013,5A,,,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0
12/12/2013,5A,,,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0
12/12/2013,5A,,,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0
12/12/2013,5A,,,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0
12/12/2013,5A,,,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0
12/12/2013,5A,,,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0
12/12/2013,5A,,,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0
12/12/2013,5A,,,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0
12/12/2013,5A,,,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0
12/12/2013,5A,,,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0
12/12/2013,5A,,,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0
12/12/2013,5A,,,13,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0
12/12/2013,5A,,,14,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0
12/12/2013,5A,,,15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0
12/12/2013,5A,,,mean,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,80.0,0.0,0.0
12/12/2013,5A,,,median,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0
12/12/2013,5A,,,min,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0
12/12/2013,5A,,,max,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0
12/12/2013,5A,,,frequency,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0
12/12/2013,5B,130,34,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,70,0,0
12/12/2013,5B,,,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,70,0,0
12/12/2013,5B,,,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,70,0,0
12/12/2013,5B,,,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,70,0,0
12/12/2013,5B,,,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,70,0,0
12/12/2013,5B,,,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,70,0,0
12/12/2013,5B,,,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,70,0,0
12/12/2013,5B,,,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,70,0,0
12/12/2013,5B,,,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,70,0,0
12/12/2013,5B,,,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,70,0,0
12/12/2013,5B,,,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,70,0,0
12/12/2013,5B,,,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,70,0,0
12/12/2013,5B,,,13,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,70,0,0
12/12/2013,5B,,,14,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,70,0,0
12/12/2013,5B,,,15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,70,0,0
12/12/2013,5B,,,mean,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,70.0,0.0,0.0
12/12/2013,5B,,,median,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,70,0,0
12/12/2013,5B,,,min,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,70,0,0
12/12/2013,5B,,,max,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,70,0,0
12/12/2013,5B,,,frequency,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0
12/12/2013,5C,160,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0
12/12/2013,5C,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
12/12/2013,5C,,,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0
12/12/2013,5C,,,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0
12/12/2013,5C,,,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0
12/12/2013,5C,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
12/12/2013,5C,,,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0
12/12/2013,5C,,,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0
12/12/2013,5C,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
12/12/2013,5C,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
12/12/2013,5C,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
12/12/2013,5C,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
12/12/2013,5C,,,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0
12/12/2013,5C,,,14,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0
12/12/2013,5C,,,15,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0
12/12/2013,5C,,,mean,0.2,0.0,0.5,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,5.0,0.0,0.0
12/12/2013,5C,,,median,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0
12/12/2013,5C,,,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
12/12/2013,5C,,,max,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0
12/12/2013,5C,,,frequency,7,0,13,40,0,0,0,0,0,0,0,0,0,0,0,0,0,60,100,0,0
12/12/2013,9A,122,58,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0
12/12/2013,9A,,,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0
12/12/2013,9A,,,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0
12/12/2013,9A,,,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0
12/12/2013,9A,,,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
12/12/2013,9A,,,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0
12/12/2013,9A,,,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0
12/12/2013,9A,,,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
12/12/2013,9A,,,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
12/12/2013,9A,,,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
12/12/2013,9A,,,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
12/12/2013,9A,,,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
12/12/2013,9A,,,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
12/12/2013,9A,,,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0
12/12/2013,9A,,,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0
12/12/2013,9A,,,mean,0.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0,10.0,0.0
12/12/2013,9A,,,median,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0
12/12/2013,9A,,,min,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0
12/12/2013,9A,,,max,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
12/12/2013,9A,,,frequency,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0
12/12/2013,9B,135,35,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0
12/12/2013,9B,,,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
12/12/2013,9B,,,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
12/12/2013,9B,,,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
12/12/2013,9B,,,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
12/12/2013,9B,,,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
12/12/2013,9B,,,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
12/12/2013,9B,,,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0
12/12/2013,9B,,,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
12/12/2013,9B,,,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0
12/12/2013,9B,,,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
12/12/2013,9B,,,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
12/12/2013,9B,,,13,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0
12/12/2013,9B,,,14,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10,0
12/12/2013,9B,,,15,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0
12/12/2013,9B,,,mean,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,10.0,0.0
12/12/2013,9B,,,median,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
12/12/2013,9B,,,min,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
12/12/2013,9B,,,max,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10,0
12/12/2013,9B,,,frequency,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0
12/12/2013,9C,145,40,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10,0
12/12/2013,9C,,,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0
12/12/2013,9C,,,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
12/12/2013,9C,,,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
12/12/2013,9C,,,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
12/12/2013,9C,,,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
12/12/2013,9C,,,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
12/12/2013,9C,,,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0
12/12/2013,9C,,,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
12/12/2013,9C,,,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
12/12/2013,9C,,,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
12/12/2013,9C,,,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0
12/12/2013,9C,,,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
12/12/2013,9C,,,14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
12/12/2013,9C,,,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0
12/12/2013,9C,,,mean,0.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0,10.0,0.0
12/12/2013,9C,,,median,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
12/12/2013,9C,,,min,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0
12/12/2013,9C,,,max,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10,0
12/12/2013,9C,,,frequency,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0
1/20/2014,12A,125,43,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,20,0
1/20/2014,12A,,,2,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,20,0
1/20/2014,12A,,,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,20,0
1/20/2014,12A,,,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,0
1/20/2014,12A,,,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,0
1/20/2014,12A,,,6,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,20,0
1/20/2014,12A,,,7,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,20,0
1/20/2014,12A,,,8,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,20,0
1/20/2014,12A,,,9,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,20,0
1/20/2014,12A,,,10,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,20,0
1/20/2014,12A,,,11,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,20,0
1/20/2014,12A,,,12,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,20,0
1/20/2014,12A,,,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,0
1/20/2014,12A,,,14,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,20,0
1/20/2014,12A,,,15,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,20,0
1/20/2014,12A,,,mean,0.0,38.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.7,0.0,20.0,0.0
1/20/2014,12A,,,median,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,20,0
1/20/2014,12A,,,min,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,0
1/20/2014,12A,,,max,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,20,0
1/20/2014,12A,,,frequency,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0
1/20/2014,12B,145,45,1,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,20,0
1/20/2014,12B,,,2,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,20,0
1/20/2014,12B,,,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,20,0
1/20/2014,12B,,,4,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,20,0
1/20/2014,12B,,,5,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,20,0
1/20/2014,12B,,,6,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,20,0
1/20/2014,12B,,,7,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,20,0
1/20/2014,12B,,,8,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,20,0
1/20/2014,12B,,,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,20,0
1/20/2014,12B,,,10,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,20,0
1/20/2014,12B,,,11,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,20,0
1/20/2014,12B,,,12,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,20,0
1/20/2014,12B,,,13,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,20,0
1/20/2014,12B,,,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0
1/20/2014,12B,,,15,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,20,0
1/20/2014,12B,,,mean,0.0,53.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.3,0.0,20.0,0.0
1/20/2014,12B,,,median,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,20,0
1/20/2014,12B,,,min,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,20,0
1/20/2014,12B,,,max,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,20,0
1/20/2014,12B,,,frequency,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0
1/20/2014,12C,145,100,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,20,0
1/20/2014,12C,,,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0
1/20/2014,12C,,,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0
1/20/2014,12C,,,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,20,0
1/20/2014,12C,,,5,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,20,0
1/20/2014,12C,,,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,20,0
1/20/2014,12C,,,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,0
1/20/2014,12C,,,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,20,0
1/20/2014,12C,,,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,0
1/20/2014,12C,,,10,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,20,0
1/20/2014,12C,,,11,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0
1/20/2014,12C,,,12,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,20,0
