SAV percent cover,,,,,,,,,,,,,,,,,,,,,Chara ,Halodule,Thalassia,Ruppia
Date,Site #,Rep,Chara,Halodule,Ruppia,Batophora,Acetabularia,Thalassia,Penicillus,Sargassum pteropleuron,Laurencia spp.,Caulerpa prolifera ,Halimeda incrassata,Rhizophora mangle,Polysiphonia binneyi,Chondria baileyana,Udotea,Hypnea,Digenia,Total,Canopy height,Canopy height,Canopy height,Canopy height
7/29/2013,2,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
7/29/2013,2,max,0,0,10,3,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,3
7/29/2013,2,frequency,0,0,40,73,0,0,0,0,0,0,0,0,0,13,0,0,0,93,0,0,0,100
7/29/2013,3,1,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,3
7/29/2013,3,2,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,3
7/29/2013,3,3,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,3
7/29/2013,3,4,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,3
7/29/2013,3,5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,3
7/29/2013,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
7/29/2013,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
7/29/2013,3,8,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,3
7/29/2013,3,9,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,3
7/29/2013,3,10,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,3
7/29/2013,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
7/29/2013,3,12,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,3
7/29/2013,3,13,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,3
7/29/2013,3,14,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,3
7/29/2013,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
7/29/2013,3,mean,0.0,0.0,0.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,3.0
7/29/2013,3,median,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
7/29/2013,3,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
7/29/2013,3,max,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
7/29/2013,3,frequency,0,0,33,47,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,100
7/29/2013,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
7/29/2013,4,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
7/29/2013,4,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
7/29/2013,4,4,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,5
7/29/2013,4,5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,5
7/29/2013,4,6,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,5
7/29/2013,4,7,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,5
7/29/2013,4,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
7/29/2013,4,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
7/29/2013,4,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
7/29/2013,4,11,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,5
7/29/2013,4,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
7/29/2013,4,13,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,5
7/29/2013,4,14,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,5
7/29/2013,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
7/29/2013,4,mean,0.0,0.0,2.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,5.0
7/29/2013,4,median,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5
7/29/2013,4,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
7/29/2013,4,max,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
7/29/2013,4,frequency,0,0,67,27,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,100
7/29/2013,5,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0,
7/29/2013,5,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0,
7/29/2013,5,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0,
7/29/2013,5,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0,
7/29/2013,5,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0,
7/29/2013,5,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0,
7/29/2013,5,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0,
7/29/2013,5,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0,
7/29/2013,5,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0,
7/29/2013,5,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0,
7/29/2013,5,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0,
7/29/2013,5,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0,
7/29/2013,5,13,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0,
7/29/2013,5,14,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0,
7/29/2013,5,15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0,
7/29/2013,5,mean,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,95.0,0.0,0.0,
7/29/2013,5,median,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0,
7/29/2013,5,min,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0,
7/29/2013,5,max,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,95,0,0,
7/29/2013,5,frequency,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,
7/29/2013,6,1,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,5,0,
7/29/2013,6,2,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,5,0,
7/29/2013,6,3,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,
7/29/2013,6,4,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,5,0,
7/29/2013,6,5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,5,0,
7/29/2013,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,
7/29/2013,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,
7/29/2013,6,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,
7/29/2013,6,9,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,5,0,
7/29/2013,6,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,
7/29/2013,6,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,
7/29/2013,6,12,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,5,0,
7/29/2013,6,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,
7/29/2013,6,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,
7/29/2013,6,15,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,5,0,
7/29/2013,6,mean,0.0,2.7,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,5.0,0.0,
7/29/2013,6,median,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,
7/29/2013,6,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,
7/29/2013,6,max,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,
7/29/2013,6,frequency,0,73,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,100,0,
7/29/2013,7,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,80,0,0,
7/29/2013,7,2,100,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0,
7/29/2013,7,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0,
7/29/2013,7,4,95,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0,
7/29/2013,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,
7/29/2013,7,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0,
7/29/2013,7,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0,
7/29/2013,7,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0,
7/29/2013,7,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,80,0,0,
7/29/2013,7,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0,
7/29/2013,7,11,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,80,0,0,
7/29/2013,7,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0,
7/29/2013,7,13,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0,
7/29/2013,7,14,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0,
7/29/2013,7,15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0,
7/29/2013,7,mean,83.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,80.0,0.0,0.0,
7/29/2013,7,median,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0,
7/29/2013,7,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,
7/29/2013,7,max,100,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,100,80,0,0,
7/29/2013,7,frequency,93,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,93,100,0,0,
7/29/2013,8,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,
7/29/2013,8,2,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,50,0,0,
7/29/2013,8,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,
7/29/2013,8,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,
7/29/2013,8,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,
7/29/2013,8,6,100,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,
7/29/2013,8,7,100,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,
7/29/2013,8,8,100,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,
7/29/2013,8,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,
7/29/2013,8,10,100,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,
7/29/2013,8,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,
7/29/2013,8,12,100,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,
7/29/2013,8,13,100,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,
7/29/2013,8,14,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,50,0,0,
7/29/2013,8,15,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,50,0,0,
7/29/2013,8,mean,90.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.5,50.0,0.0,0.0,
7/29/2013,8,median,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,
7/29/2013,8,min,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,0,0,
7/29/2013,8,max,100,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,0,0,
7/29/2013,8,frequency,100,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,
7/29/2013,9,1,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,10,0,
7/29/2013,9,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,
7/29/2013,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,
7/29/2013,9,4,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,10,0,
7/29/2013,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,
7/29/2013,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,
7/29/2013,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,
7/29/2013,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,
7/29/2013,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,
7/29/2013,9,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,
7/29/2013,9,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,
7/29/2013,9,12,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,10,0,
7/29/2013,9,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,
7/29/2013,9,14,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,10,0,
7/29/2013,9,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,
7/29/2013,9,mean,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,10.0,0.0,
7/29/2013,9,median,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,
7/29/2013,9,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,
7/29/2013,9,max,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,
7/29/2013,9,frequency,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,100,0,
7/29/2013,10,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,0,
7/29/2013,10,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,0,
7/29/2013,10,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,
7/29/2013,10,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15,0,
7/29/2013,10,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,15,0,
7/29/2013,10,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15,0,
7/29/2013,10,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,15,0,
7/29/2013,10,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15,0,
7/29/2013,10,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15,0,
7/29/2013,10,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,
7/29/2013,10,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15,0,
7/29/2013,10,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,0,
7/29/2013,10,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,0,
7/29/2013,10,14,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,15,0,
7/29/2013,10,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,0,
7/29/2013,10,mean,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.0,15.0,0.0,
7/29/2013,10,median,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15,0,
7/29/2013,10,min,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,
7/29/2013,10,max,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,15,0,
7/29/2013,10,frequency,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,
Discontinued,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Discontinued,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Discontinued,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Discontinued,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Discontinued,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Discontinued,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Discontinued,11,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Discontinued,11,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Discontinued,11,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Discontinued,11,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Discontinued,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Discontinued,11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Discontinued,11,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Discontinued,11,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Discontinued,11,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Discontinued,11,mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Discontinued,11,median,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Discontinued,11,min,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Discontinued,11,max,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Discontinued,11,frequency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7/29/2013,12,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,20,0,
7/29/2013,12,2,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,20,0,
7/29/2013,12,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,20,0,
7/29/2013,12,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,20,0,
7/29/2013,12,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,
7/29/2013,12,6,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,20,0,
7/29/2013,12,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,
7/29/2013,12,8,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,20,0,
7/29/2013,12,9,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,20,0,
7/29/2013,12,10,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,20,0,
