SAV percent cover,,,,,,,,,,,,,,,,,,,,,,,Chara ,Halodule,Thalassia
Date,Water depth,Sed depth,Site #,Rep,Chara,Halodule,Ruppia,Batophora,Acetabularia,Thalassia,Penicillus,Sargassum pteropleuron,Laurencia spp.,Caulerpa prolifera ,Halimeda incrassata,Rhizophora mangle,Polysiphonia binneyi,Chondria baileyana,Udotea,Hypnea,Digenia,Total,Canopy height,Canopy height,Canopy height
5/6/2015,,,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,7,mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5/6/2015,,,7,median,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,7,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,7,max,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,7,frequency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,120,52,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,8,mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5/6/2015,,,8,median,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,8,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,8,max,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,8,frequency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,111,60,9,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
5/6/2015,,,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,9,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
5/6/2015,,,9,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
5/6/2015,,,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,9,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
5/6/2015,,,9,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
5/6/2015,,,9,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
5/6/2015,,,9,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
5/6/2015,,,9,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
5/6/2015,,,9,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
5/6/2015,,,9,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
5/6/2015,,,9,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
5/6/2015,,,9,mean,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0
5/6/2015,,,9,median,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
5/6/2015,,,9,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2015,,,9,max,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
5/6/2015,,,9,frequency,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0
5/6/2015,131,20,9C,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0
5/6/2015,,,9C,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0
5/6/2015,,,9C,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0
5/6/2015,,,9C,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0
5/6/2015,,,9C,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
5/6/2015,,,9C,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
5/6/2015,,,9C,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
5/6/2015,,,9C,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
5/6/2015,,,9C,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
5/6/2015,,,9C,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0
5/6/2015,,,9C,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
5/6/2015,,,9C,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0
5/6/2015,,,9C,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0
5/6/2015,,,9C,14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0
5/6/2015,,,9C,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
5/6/2015,,,9C,mean,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0
5/6/2015,,,9C,median,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0
5/6/2015,,,9C,min,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
5/6/2015,,,9C,max,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0
5/6/2015,,,9C,frequency,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0
5/6/2015,66,94,10,1,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
5/6/2015,,,10,2,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10,0
5/6/2015,,,10,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10,0
5/6/2015,,,10,4,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,10,0
5/6/2015,,,10,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0
5/6/2015,,,10,6,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10,0
5/6/2015,,,10,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0
5/6/2015,,,10,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0
5/6/2015,,,10,9,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0
5/6/2015,,,10,10,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10,0
5/6/2015,,,10,11,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,10,0
5/6/2015,,,10,12,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,10,0
5/6/2015,,,10,13,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10,0
5/6/2015,,,10,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0
5/6/2015,,,10,15,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,10,0
5/6/2015,,,10,mean,0.0,26.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3,0.0,10.0,0.0
5/6/2015,,,10,median,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10,0
5/6/2015,,,10,min,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
5/6/2015,,,10,max,0,50,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,50,0,10,0
5/6/2015,,,10,frequency,0,100,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0
5/6/2015,110,45,12,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
5/6/2015,,,12,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
5/6/2015,,,12,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
5/6/2015,,,12,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
5/6/2015,,,12,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
5/6/2015,,,12,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
5/6/2015,,,12,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
5/6/2015,,,12,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
5/6/2015,,,12,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
5/6/2015,,,12,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
5/6/2015,,,12,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
5/6/2015,,,12,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0
5/6/2015,,,12,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
5/6/2015,,,12,14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
5/6/2015,,,12,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
5/6/2015,,,12,mean,0.0,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,0.0,10.0,0.0
5/6/2015,,,12,median,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
5/6/2015,,,12,min,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
5/6/2015,,,12,max,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0
5/6/2015,,,12,frequency,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0
5/6/2015,114,30,12C,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
5/6/2015,,,12C,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
5/6/2015,,,12C,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0
5/6/2015,,,12C,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
5/6/2015,,,12C,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
5/6/2015,,,12C,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0
5/6/2015,,,12C,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
5/6/2015,,,12C,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
5/6/2015,,,12C,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
5/6/2015,,,12C,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
5/6/2015,,,12C,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
5/6/2015,,,12C,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
5/6/2015,,,12C,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0
5/6/2015,,,12C,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
5/6/2015,,,12C,15,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0
5/6/2015,,,12C,mean,0.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,0.0,10.0,0.0
5/6/2015,,,12C,median,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
5/6/2015,,,12C,min,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0
5/6/2015,,,12C,max,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0
5/6/2015,,,12C,frequency,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0
5/6/2015,120,15,13,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
5/6/2015,,,13,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
5/6/2015,,,13,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
5/6/2015,,,13,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
5/6/2015,,,13,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
5/6/2015,,,13,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
5/6/2015,,,13,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0
5/6/2015,,,13,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0
5/6/2015,,,13,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0
5/6/2015,,,13,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
5/6/2015,,,13,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
5/6/2015,,,13,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
5/6/2015,,,13,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
5/6/2015,,,13,14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
5/6/2015,,,13,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
