SAV percent cover,water,sed,,,,,,,,,,,,,,,,,,,,,Chara ,Halodule,Thalassia
Date,Depth,depth,Site #,Rep,Chara,Halodule,Ruppia,Batophora,Acetabularia,Thalassia,Penicillus,Sargassum pteropleuron,Laurencia spp.,Caulerpa prolifera ,Halimeda incrassata,Rhizophora mangle,Polysiphonia binneyi,Chondria baileyana,Udotea,Hypnea,Digenia,Total,Canopy height,Canopy height,Canopy height
1/27/2015,128,1,4C,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1/27/2015,,,4C,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1/27/2015,,,4C,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1/27/2015,,,4C,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1/27/2015,,,4C,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1/27/2015,,,4C,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/2015,,,4C,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1/27/2015,,,4C,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/2015,,,4C,9,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,4C,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,4C,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1/27/2015,,,4C,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/2015,,,4C,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1/27/2015,,,4C,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/2015,,,4C,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1/27/2015,,,4C,mean,0.0,0.7,0.0,1.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0
1/27/2015,,,4C,median,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1/27/2015,,,4C,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/2015,,,4C,max,0,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,4C,frequency,0,20,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0
1/27/2015,110,45,5,1,100,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,25,0,0
1/27/2015,,,5,2,45,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0
1/27/2015,,,5,3,100,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/27/2015,,,5,4,70,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0
1/27/2015,,,5,5,95,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0
1/27/2015,,,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,5,7,100,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/27/2015,,,5,8,25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
1/27/2015,,,5,9,100,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/27/2015,,,5,10,100,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/27/2015,,,5,11,95,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0
1/27/2015,,,5,12,100,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/27/2015,,,5,13,100,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/27/2015,,,5,14,100,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/27/2015,,,5,15,100,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/27/2015,,,5,mean,82.3,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.3,1.7,0.0,0.0
1/27/2015,,,5,median,100,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
1/27/2015,,,5,min,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,5,max,100,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,100,25,0,0
1/27/2015,,,5,frequency,100,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,100,7,0,0
1/27/2015,150,2,6,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1/27/2015,,,6,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,6,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,6,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1/27/2015,,,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/2015,,,6,6,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1/27/2015,,,6,7,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1/27/2015,,,6,8,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1/27/2015,,,6,9,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,6,10,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,6,11,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,6,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1/27/2015,,,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/2015,,,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/2015,,,6,15,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1/27/2015,,,6,mean,0.0,0.9,0.0,1.8,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0
1/27/2015,,,6,median,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1/27/2015,,,6,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/2015,,,6,max,0,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,6,frequency,0,20,0,60,53,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0
1/27/2015,110,55,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/2015,,,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/2015,,,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1/27/2015,,,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1/27/2015,,,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1/27/2015,,,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1/27/2015,,,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/2015,,,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/2015,,,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/2015,,,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/2015,,,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/2015,,,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/2015,,,7,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1/27/2015,,,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/2015,,,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/2015,,,7,mean,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1/27/2015,,,7,median,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/2015,,,7,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/2015,,,7,max,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1/27/2015,,,7,frequency,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0
1/27/2015,124,60,8,1,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0
1/27/2015,,,8,2,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0
1/27/2015,,,8,3,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
1/27/2015,,,8,4,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0
1/27/2015,,,8,5,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0
1/27/2015,,,8,6,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0
1/27/2015,,,8,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,8,8,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
1/27/2015,,,8,9,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0
1/27/2015,,,8,10,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0
1/27/2015,,,8,11,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0
1/27/2015,,,8,12,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0
1/27/2015,,,8,13,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0
1/27/2015,,,8,14,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
1/27/2015,,,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/2015,,,8,mean,0.0,0.0,0.0,47.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.7,0.0,0.0,0.0
1/27/2015,,,8,median,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0
1/27/2015,,,8,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/2015,,,8,max,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0
1/27/2015,,,8,frequency,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0
1/27/2015,120,52,9A,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0
1/27/2015,,,9A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/2015,,,9A,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/2015,,,9A,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1/27/2015,,,9A,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1/27/2015,,,9A,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,9A,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,9A,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,9A,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,9A,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,9A,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,9A,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,9A,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,9A,14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,9A,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,9A,mean,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.7,0.0
1/27/2015,,,9A,median,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,9A,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/2015,,,9A,max,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
1/27/2015,,,9A,frequency,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,7,0
1/27/2015,138,25,9C,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0
1/27/2015,,,9C,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,9C,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,9C,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
1/27/2015,,,9C,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
1/27/2015,,,9C,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
1/27/2015,,,9C,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,9C,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
1/27/2015,,,9C,9,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
1/27/2015,,,9C,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
1/27/2015,,,9C,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
1/27/2015,,,9C,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
1/27/2015,,,9C,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,9C,14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,9C,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,9C,mean,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.7,0.0
1/27/2015,,,9C,median,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
1/27/2015,,,9C,min,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,9C,max,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0
1/27/2015,,,9C,frequency,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,7,0
1/27/2015,68,100,10,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0
1/27/2015,,,10,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
1/27/2015,,,10,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,10,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,10,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,10,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
1/27/2015,,,10,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,10,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,10,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
1/27/2015,,,10,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
1/27/2015,,,10,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
1/27/2015,,,10,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
1/27/2015,,,10,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
1/27/2015,,,10,14,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
1/27/2015,,,10,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
1/27/2015,,,10,mean,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.7,0.0
1/27/2015,,,10,median,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
1/27/2015,,,10,min,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,10,max,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0
1/27/2015,,,10,frequency,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,7,0
1/27/2015,115,38,12B,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0
1/27/2015,,,12B,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,12B,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
1/27/2015,,,12B,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,12B,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,12B,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,12B,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
1/27/2015,,,12B,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,12B,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,12B,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,12B,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
1/27/2015,,,12B,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,12B,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,12B,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
1/27/2015,,,12B,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,12B,mean,0.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,0.0,0.3,0.0
1/27/2015,,,12B,median,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,12B,min,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,12B,max,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0
1/27/2015,,,12B,frequency,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,7,0
1/27/2015,121,24,12C,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0
1/27/2015,,,12C,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,12C,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,12C,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,12C,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,12C,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,12C,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,12C,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,12C,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,12C,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,12C,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,12C,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,12C,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,12C,14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,12C,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,12C,mean,0.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,0.3,0.0
1/27/2015,,,12C,median,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,12C,min,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,12C,max,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0
1/27/2015,,,12C,frequency,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,7,0
1/27/2015,121,20,13,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0
1/27/2015,,,13,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,13,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,13,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,13,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,13,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,13,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,13,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,13,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
1/27/2015,,,13,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,13,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,13,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,13,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,13,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
1/27/2015,,,13,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
