SAV percent cover,,,,,,,,,,,,,,,,,,,,,Chara ,Halodule,Ruppia,,
Date,Site #,Rep,Chara,Halodule,Ruppia,Batophora,Acetabularia,Thalassia,Penicillus,Sargassum pteropleuron,Laurencia spp.,Caulerpa prolifera ,Halimeda incrassata,Rhizophora mangle,Polysiphonia binneyi,Chondria baileyana,Udotea,Hypnea,Digenia,Total,Canopy height,Canopy height,Canopy height,,
5/17/2011,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/17/2011,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/17/2011,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/17/2011,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/17/2011,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/17/2011,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/17/2011,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/17/2011,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/17/2011,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/17/2011,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/17/2011,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/17/2011,3,mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
5/17/2011,3,median,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/17/2011,3,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/17/2011,3,max,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/17/2011,3,frequency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/17/2011,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,,
5/17/2011,4,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,,
5/17/2011,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,,
5/17/2011,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,
5/17/2011,4,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,,
5/17/2011,4,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,,
5/17/2011,4,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,,
5/17/2011,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,
5/17/2011,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,
5/17/2011,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,
5/17/2011,4,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,,
5/17/2011,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,
5/17/2011,4,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,,
5/17/2011,4,14,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,5,,
5/17/2011,4,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,5,,
5/17/2011,4,mean,0.0,0.0,2.7,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,5.0,,
5/17/2011,4,median,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,,
5/17/2011,4,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,
5/17/2011,4,max,0,0,15,3,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,5,,
5/17/2011,4,frequency,0,0,33,27,7,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,100,0,0
5/17/2011,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,,
5/17/2011,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,,
5/17/2011,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,,
5/17/2011,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,,
5/17/2011,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,,
5/17/2011,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,,
5/17/2011,5,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,0,,
5/17/2011,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,,
5/17/2011,5,9,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,20,0,0,,
5/17/2011,5,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,20,0,0,,
5/17/2011,5,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,20,0,0,,
5/17/2011,5,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,20,0,0,,
5/17/2011,5,13,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,20,0,0,,
5/17/2011,5,14,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,20,0,0,,
5/17/2011,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,,
5/17/2011,5,mean,39.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.5,20.0,0.0,0.0,,
5/17/2011,5,median,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,,
5/17/2011,5,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,,
5/17/2011,5,max,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,20,0,0,,
5/17/2011,5,frequency,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,100,0,0,0,0
5/17/2011,6,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,,
5/17/2011,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,
5/17/2011,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,,
5/17/2011,6,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,,
5/17/2011,6,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,,
5/17/2011,6,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,,
5/17/2011,6,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,,
5/17/2011,6,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,,
5/17/2011,6,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,,
5/17/2011,6,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,,
5/17/2011,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,
5/17/2011,6,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,,
5/17/2011,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,
5/17/2011,6,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,,
5/17/2011,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,
5/17/2011,6,mean,0.0,2.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,5.0,0.0,,
5/17/2011,6,median,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,,
5/17/2011,6,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,
5/17/2011,6,max,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,,
5/17/2011,6,frequency,0,67,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,100,0,0,0
5/17/2011,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/17/2011,7,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,
5/17/2011,7,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,
5/17/2011,7,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,
5/17/2011,7,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,
5/17/2011,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/17/2011,7,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,
5/17/2011,7,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,
5/17/2011,7,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,
5/17/2011,7,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,
5/17/2011,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/17/2011,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/17/2011,7,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,
5/17/2011,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/17/2011,7,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,
5/17/2011,7,mean,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,
5/17/2011,7,median,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,
5/17/2011,7,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/17/2011,7,max,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,
5/17/2011,7,frequency,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0
5/17/2011,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/17/2011,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/17/2011,8,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,
5/17/2011,8,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,
5/17/2011,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/17/2011,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/17/2011,8,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,
5/17/2011,8,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,
5/17/2011,8,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,
5/17/2011,8,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,
5/17/2011,8,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,
5/17/2011,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/17/2011,8,13,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,
5/17/2011,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/17/2011,8,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,
5/17/2011,8,mean,0.6,0.4,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,,
5/17/2011,8,median,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,
5/17/2011,8,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
5/17/2011,8,max,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,
5/17/2011,8,frequency,20,13,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0
5/17/2011,9,1,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,,
5/17/2011,9,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,
5/17/2011,9,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,
5/17/2011,9,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,
5/17/2011,9,5,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,,
5/17/2011,9,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,,
5/17/2011,9,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,,
5/17/2011,9,8,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,,
5/17/2011,9,9,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,,
5/17/2011,9,10,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,
5/17/2011,9,11,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,,
5/17/2011,9,12,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,,
5/17/2011,9,13,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,,
5/17/2011,9,14,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,,
5/17/2011,9,15,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,,
5/17/2011,9,mean,0.2,1.1,0.0,33.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.9,0.0,0.0,0.0,,
5/17/2011,9,median,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,,
5/17/2011,9,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,
5/17/2011,9,max,3,10,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,
5/17/2011,9,frequency,7,20,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
5/17/2011,10,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,20,0,,
5/17/2011,10,2,0,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,20,0,,
5/17/2011,10,3,0,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,,
5/17/2011,10,4,0,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,20,0,,
5/17/2011,10,5,0,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,20,0,,
5/17/2011,10,6,0,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,20,0,,
5/17/2011,10,7,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,20,0,,
5/17/2011,10,8,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,20,0,,
5/17/2011,10,9,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,20,0,,
5/17/2011,10,10,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,20,0,,
5/17/2011,10,11,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,20,0,,
5/17/2011,10,12,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,20,0,,
5/17/2011,10,13,0,20,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,25,0,20,0,,
5/17/2011,10,14,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,20,0,,
5/17/2011,10,15,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,20,0,,
5/17/2011,10,mean,0.0,40.7,0.0,1.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,20.0,0.0,,
5/17/2011,10,median,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,20,0,,
5/17/2011,10,min,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,,
5/17/2011,10,max,0,80,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,80,0,20,0,,
5/17/2011,10,frequency,0,100,0,40,7,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0
5/17/2011,12,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,,
5/17/2011,12,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,,
5/17/2011,12,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,,
5/17/2011,12,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,,
5/17/2011,12,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,,
5/17/2011,12,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,,
5/17/2011,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,,
5/17/2011,12,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,,
5/17/2011,12,9,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,,
5/17/2011,12,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,,
5/17/2011,12,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,,
5/17/2011,12,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,,
5/17/2011,12,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,,
5/17/2011,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,,
5/17/2011,12,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,,
5/17/2011,12,mean,0.0,3.6,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,10.0,0.0,,
5/17/2011,12,median,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,,
5/17/2011,12,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,,
5/17/2011,12,max,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,,
5/17/2011,12,frequency,0,53,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,100,0,0,0
5/17/2011,13,1,0,3,0,30,3,0,0,0,0,0,0,0,0,0,0,0,0,30,0,5,0,,
5/17/2011,13,2,0,3,0,35,3,0,0,0,0,0,0,0,0,0,0,0,0,35,0,5,0,,
5/17/2011,13,3,0,0,0,30,3,0,0,0,0,0,0,0,0,0,0,0,0,30,0,5,0,,
5/17/2011,13,4,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,20,0,5,0,,
5/17/2011,13,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,5,0,,
5/17/2011,13,6,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,5,0,,
5/17/2011,13,7,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,5,0,,
5/17/2011,13,8,0,0,0,40,3,0,0,0,0,0,0,0,0,0,0,0,0,40,0,5,0,,
5/17/2011,13,9,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,5,0,,
5/17/2011,13,10,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,5,0,,
5/17/2011,13,11,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,5,0,,
5/17/2011,13,12,0,0,0,25,3,0,0,0,0,0,0,0,0,0,0,0,0,25,0,5,0,,
5/17/2011,13,13,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,5,0,,
5/17/2011,13,14,0,0,0,25,3,0,0,0,0,0,0,0,0,0,0,0,0,25,0,5,0,,
5/17/2011,13,15,0,3,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,25,0,5,0,,
5/17/2011,13,mean,0.0,1.2,0.0,26.7,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,5.0,0.0,,
