SAV percent cover,,,,,,,,,,,,,,,,,,,,,,
Date,Site #,Rep,Chara,Halodule,Ruppia,Batophora,Acetabularia,Thalassia,Penicillus,Sargassum pteropleuron,Laurencia spp.,Caulerpa prolifera ,Halimeda incrassata,Rhizophora mangle,Polysiphonia binneyi,Chondria baileyana,Udotea,Hypnea,Digenia,Total,substrate,Notes
04/01/09,2,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,rock,
04/01/09,2,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,rock,
04/01/09,2,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,rock,
04/01/09,2,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,rock,
04/01/09,2,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,rock,
04/01/09,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mix,
04/01/09,2,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,rock,
04/01/09,2,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,rock,
04/01/09,2,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,rock,
04/01/09,2,14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,rock,
04/01/09,2,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,rock,
04/01/09,2,mean,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,,
04/01/09,2,median,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,
04/01/09,2,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
04/01/09,2,max,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,,
04/01/09,2,frequency,0,0,0,67,27,0,0,0,0,0,0,0,0,0,0,0,0,87,,
04/01/09,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mix,
04/01/09,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mix,
04/01/09,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mix,
04/01/09,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mix,
04/01/09,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mix,
04/01/09,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mix,
04/01/09,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mix,
04/01/09,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mix,
04/01/09,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mix,
04/01/09,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mix,
04/01/09,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mix,
04/01/09,3,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,rock,
04/01/09,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mix,
04/01/09,3,14,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,rock,
04/01/09,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mix,
04/01/09,3,mean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
04/01/09,3,median,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
04/01/09,3,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
04/01/09,3,max,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,,
04/01/09,3,frequency,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13,,
04/01/09,4,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rock,
04/01/09,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mix,
04/01/09,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/01/09,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,mix,
04/01/09,4,6,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,mix,
04/01/09,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mix,
04/01/09,4,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mix,
04/01/09,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mix,
04/01/09,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mix,
04/01/09,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mix,
04/01/09,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mix,
04/01/09,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rock,
04/01/09,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/01/09,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/01/09,4,mean,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,
04/01/09,4,median,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
04/01/09,4,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
04/01/09,4,max,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,,
04/01/09,4,frequency,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,,
04/01/09,5,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,mud,
04/01/09,5,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,mud,
04/01/09,5,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,mud,
04/01/09,5,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,mud,
04/01/09,5,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,mud,
04/01/09,5,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,mud,
04/01/09,5,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,mud,
04/01/09,5,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,5,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,mud,
04/01/09,5,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,mud,
04/01/09,5,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,mud,
04/01/09,5,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,mud,
04/01/09,5,13,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,mud,
04/01/09,5,14,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,mud,
04/01/09,5,15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,mud,
04/01/09,5,mean,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,,
04/01/09,5,median,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,
04/01/09,5,min,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,
04/01/09,5,max,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,
04/01/09,5,frequency,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,
04/01/09,6,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mix,
04/01/09,6,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,mix,
04/01/09,6,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,mix,
04/01/09,6,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mix,
04/01/09,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mix,
04/01/09,6,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,mix,
04/01/09,6,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mix,
04/01/09,6,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mix,
04/01/09,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mix,
04/01/09,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rock,
04/01/09,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rock,
04/01/09,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rock,
04/01/09,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mix,
04/01/09,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rock,
04/01/09,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rock,
04/01/09,6,mean,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,
04/01/09,6,median,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
04/01/09,6,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
04/01/09,6,max,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,
04/01/09,6,frequency,7,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,,
04/01/09,7,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,mud,
04/01/09,7,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,mud,
04/01/09,7,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,mud,
04/01/09,7,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,mud,
04/01/09,7,5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,mud,
04/01/09,7,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,mud,
04/01/09,7,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,mud,
04/01/09,7,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,mud,
04/01/09,7,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,mud,
04/01/09,7,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,mud,
04/01/09,7,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,mud,
04/01/09,7,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,mud,
04/01/09,7,13,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,mud,
04/01/09,7,14,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,mud,
04/01/09,7,15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,mud,
04/01/09,7,mean,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,,
04/01/09,7,median,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,
04/01/09,7,min,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,,
04/01/09,7,max,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,
04/01/09,7,frequency,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,
04/01/09,8,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,mud,
04/01/09,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/01/09,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/01/09,8,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,mud,
04/01/09,8,5,20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,mud,
04/01/09,8,6,95,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,95,mud,
04/01/09,8,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,mud,
04/01/09,8,8,100,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,100,mud,
04/01/09,8,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,mud,
04/01/09,8,10,100,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,mud,
04/01/09,8,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,mud,
04/01/09,8,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,mud,
04/01/09,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/01/09,8,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/01/09,8,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,mud,
04/01/09,8,mean,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51,,
04/01/09,8,median,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,,
04/01/09,8,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
04/01/09,8,max,100,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,
04/01/09,8,frequency,87,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,87,,
04/01/09,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/01/09,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/01/09,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/01/09,9,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/01/09,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/01/09,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/01/09,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/01/09,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/01/09,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/01/09,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/01/09,9,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,9,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,mud,
04/01/09,9,13,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,mud,
04/01/09,9,14,85,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,85,mud,
04/01/09,9,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,mud,
04/01/09,9,mean,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,
04/01/09,9,median,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
04/01/09,9,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
04/01/09,9,max,85,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,85,,
04/01/09,9,frequency,33,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,40,,
04/01/09,10,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/01/09,10,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/01/09,10,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/01/09,10,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/01/09,10,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/01/09,10,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/01/09,10,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/01/09,10,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/01/09,10,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/01/09,10,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/01/09,10,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/01/09,10,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/01/09,10,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/01/09,10,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/01/09,10,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/01/09,10,mean,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,
04/01/09,10,median,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,
04/01/09,10,min,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,
04/01/09,10,max,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,
04/01/09,10,frequency,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,
04/01/09,11,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/01/09,11,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/01/09,11,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/01/09,11,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/01/09,11,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/01/09,11,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/01/09,11,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/01/09,11,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/01/09,11,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/01/09,11,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/01/09,11,11,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/01/09,11,12,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/01/09,11,13,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/01/09,11,14,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/01/09,11,15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mud,
04/01/09,11,mean,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
04/01/09,11,median,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
04/01/09,11,min,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
04/01/09,11,max,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
04/01/09,11,frequency,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
04/01/09,12,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,12,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,mud,
04/01/09,12,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,mud,
04/01/09,12,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,mud,
04/01/09,12,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,mud,
04/01/09,12,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,mud,
04/01/09,12,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/01/09,12,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/01/09,12,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/01/09,12,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/01/09,12,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/01/09,12,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,12,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,12,14,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,mud,
04/01/09,12,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,mud,
04/01/09,12,mean,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,
04/01/09,12,median,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,
04/01/09,12,min,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,
04/01/09,12,max,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,
04/01/09,12,frequency,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,
04/01/09,13,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,mud,
04/01/09,13,2,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,13,3,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,13,4,10,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,mud,
04/01/09,13,5,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,13,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/01/09,13,7,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,mud,
04/01/09,13,8,5,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,13,9,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,mud,
04/01/09,13,10,10,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,mud,
04/01/09,13,11,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,mud,
04/01/09,13,12,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,mud,
04/01/09,13,13,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,15,mud,
04/01/09,13,14,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,mud,
04/01/09,13,15,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,mud,
04/01/09,13,mean,4,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,
04/01/09,13,median,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,
04/01/09,13,min,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,
04/01/09,13,max,10,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,,
04/01/09,13,frequency,93,73,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,
04/01/09,14,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,14,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,mud,
04/01/09,14,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,mud,
04/01/09,14,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,mud,
04/01/09,14,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,mud,
04/01/09,14,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,mud,
04/01/09,14,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,14,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,14,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,mud,
04/01/09,14,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,mud,
04/01/09,14,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,mud,
04/01/09,14,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,mud,
04/01/09,14,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,mud,
04/01/09,14,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,mud,
